Part Num,Gender,Age,SES,Reside,Student,UCLATOT,SRP-IIITOT,SRPIII-IPM,SRPIII-CA,SRPIII-ELS,SANUTOT,N4UTOT,N4U-1,N4U-2,N4U-3,DBTOT,ABSTAIN,Property,Vandalism,Violent,Serious Delinquency
246,2,19,2,1,1,48,1.770833333,1.75,1.625,1.9375,10,70,36,26,8,0,1,0,0,0,0
247,2,19,1,1,1,37,2.645833333,2.375,2.625,2.9375,16,109,55,34,20,1,0,0,0,0,0
248,2,19,2,1,1,64,2.375,2.3125,2.0625,2.75,8,100,44,38,18,4,0,2,0,0,0
249,2,19,2,1,1,55,2.958333333,2.125,3.125,3.625,14,115,56,43,16,3,1,1,1,0,0
250,2,19,7,1,1,35,2.166666667,1.75,1.875,2.875,12,101,52,32,17,3,0,1,0,0,0
251,2,25,5,1,1,68,2.5625,2.375,2.625,2.6875,9,101,52,26,23,4,0,2,0,0,0
252,2,23,4,1,1,49,2.5625,2.5,2.0625,3.125,9,90,52,24,14,5,0,1,0,0,0
253,2,28,2,1,1,42,2.020833333,1.8125,1.875,2.375,8,92,44,30,18,3,0,1,0,0,0
254,2,19,5,1,1,33,1.520833333,1.3125,1.75,1.5,6,67,38,16,13,0,1,0,0,0,0
255,2,20,3,1,1,28,1.541666667,1.5,1.625,1.5,9,81,50,17,14,4,0,1,0,0,0
256,2,19,4,1,1,37,1.916666667,1.6875,1.875,2.1875,5,67,36,22,9,6,0,3,0,0,0
257,2,19,1,1,1,46,2.708333333,3.25,2.75,2.125,6,103,51,27,25,6,0,4,0,0,0
258,2,20,2,1,1,41,2.708333333,2.3125,2.1875,3.625,11,113,54,39,20,5,0,1,0,0,1
259,2,20,2,1,1,39,2.166666667,2.25,2.0625,2.1875,8,95,49,29,17,1,1,0,0,0,0
260,2,18,2,1,1,60,2.291666667,2.25,2.125,2.5,9,75,32,31,12,0,1,0,0,0,0
261,2,20,1,1,1,42,2.583333333,2.9375,1.9375,2.875,8,93,46,27,20,3,0,2,0,0,0
262,1,29,5,1,1,61,2.25,2.3125,2.25,2.1875,8,98,45,39,14,3,0,3,0,0,0
263,2,19,2,1,1,44,2.125,1.75,2.0625,2.5625,10,89,44,25,20,2,0,1,0,0,0
264,2,21,1,1,1,39,2.5625,2.875,2.0625,2.75,7,98,46,28,24,1,1,0,0,0,0
265,2,18,3,1,1,43,1.979166667,1.875,1.8125,2.25,6,82,46,17,19,1,1,0,0,0,0
266,2,41,2,1,1,30,2.916666667,2.6875,2.625,3.4375,11,121,57,38,26,1,1,0,0,0,0
267,2,20,2,1,1,45,2.416666667,2,2.125,3.125,15,105,47,37,21,1,0,0,0,0,0
268,2,18,1,1,1,43,2.708333333,2,2.125,4,17,122,63,41,18,4,0,0,0,0,1
269,2,20,2,1,1,39,1.729166667,1.5,1.5,2.1875,14,101,47,32,22,0,1,0,0,0,0
270,2,19,3,1,1,37,3.229166667,3.1875,3,3.5,12,115,55,37,23,3,0,1,0,0,0
271,2,19,7,1,1,24,3.1875,3.25,2.4375,3.875,16,122,57,43,22,7,0,4,2,0,0
272,2,19,3,1,1,32,2.208333333,1.8125,2.3125,2.5,10,89,40,27,22,0,1,0,0,0,0
273,2,19,1,1,1,49,3,3,3,3,11,96,45,33,18,0,1,0,0,0,0
274,2,47,2,1,1,44,2.104166667,2.375,1.6875,2.25,11,106,65,20,21,0,1,0,0,0,0
275,2,40,4,1,1,49,2.458333333,2.75,1.625,3,13,91,44,25,22,5,0,2,0,0,0
276,2,20,7,1,1,53,2.520833333,2.5,2.375,2.6875,10,91,42,29,20,2,0,0,0,0,0
277,2,18,3,1,1,39,2.0625,1.75,1.8125,2.625,7,78,38,25,15,1,0,0,0,0,0
278,2,19,7,1,1,69,2.458333333,2.4375,2.5625,2.375,11,121,49,45,27,1,0,1,0,0,0
279,2,19,2,1,1,44,2.958333333,3,2.8125,3.0625,9,90,46,29,15,3,0,1,0,0,0
280,1,20,1,1,1,50,2.416666667,2.25,2.25,2.75,13,110,46,43,21,1,1,0,0,0,0
281,1,22,1,1,1,28,3.333333333,3.6875,2.5,3.8125,13,131,63,41,27,7,0,2,1,1,0
282,1,20,4,1,1,23,2.9375,2.6875,2.375,3.75,12,105,57,29,19,1,0,0,0,0,0
283,2,21,2,1,1,67,2.666666667,2.6875,1.75,3.5625,5,105,41,44,20,3,1,0,0,0,0
284,2,20,1,1,1,36,2.854166667,2.6875,2.25,3.625,11,105,51,36,18,6,0,3,0,0,0
285,2,20,4,1,1,57,2.416666667,2.375,2.375,2.5,8,85,37,31,17,2,0,0,0,0,0
286,2,20,1,1,1,56,2.354166667,2.625,2.5,1.9375,9,83,40,25,18,0,1,0,0,0,0
287,2,20,3,1,1,62,2.208333333,2.3125,2.25,2.0625,9,88,39,32,17,5,0,3,0,0,0
288,2,40,7,1,1,58,2.208333333,1.875,2.1875,2.5625,10,115,55,38,22,3,0,0,0,1,0
289,2,25,5,1,1,56,2.229166667,2.625,1.5,2.5625,10,99,53,30,16,5,0,4,0,0,0
290,2,25,5,1,1,59,2.25,2.0625,2.1875,2.5,9,89,44,26,19,4,0,2,0,0,0
291,2,21,4,1,1,48,2.583333333,2.625,2.3125,2.8125,8,73,34,26,13,3,1,1,0,0,0
292,2,20,4,1,1,51,2.604166667,2.75,2.125,2.9375,8,90,42,31,17,3,0,0,0,0,0
293,2,19,2,1,1,58,1.9375,1.5625,1.875,2.375,10,100,49,29,22,2,0,1,0,0,0
294,2,20,2,1,1,37,2.0625,2,1.9375,2.25,12,101,49,32,20,1,1,0,0,0,0
295,1,40,1,1,1,41,2.583333333,2.625,2.5,2.625,7,76,38,22,16,9,0,3,2,0,0
296,2,20,2,1,1,26,2.25,2.1875,1.9375,2.625,10,98,51,31,16,1,0,0,0,0,0
297,2,20,2,1,1,47,2.604166667,2.9375,2.1875,2.6875,9,83,33,35,15,1,1,0,0,0,0
298,2,21,1,1,1,25,1.854166667,1.875,1.75,1.9375,13,98,48,31,19,0,1,0,0,0,0
299,2,21,7,1,1,26,1.833333333,1.25,2.1875,2.0625,10,87,46,24,17,0,1,0,0,0,0
300,2,19,4,1,1,47,1.979166667,1.8125,2,2.125,10,92,49,26,17,1,0,0,0,0,0
301,2,53,2,1,1,48,2.666666667,2.3125,2.5,3.1875,14,115,51,41,23,5,0,2,1,0,0
302,1,18,1,1,1,65,4.479166667,4.5,4.375,4.5625,17,134,60,47,27,9,0,4,1,1,2
303,1,21,2,1,1,47,2.854166667,2.5625,1.9375,4.0625,10,110,53,37,20,5,0,2,1,0,0
304,1,19,1,1,1,26,2.583333333,2.5,2.3125,2.9375,16,96,46,37,13,3,0,0,0,0,0
305,1,18,2,1,1,47,1.541666667,1.3125,1.5625,1.75,7,69,33,25,11,1,0,1,0,0,0
306,1,19,1,1,1,31,2.895833333,3.3125,2.375,3,6,95,49,28,18,0,1,0,0,0,0
307,1,21,2,1,1,43,2.708333333,3.25,2.4375,2.4375,14,94,44,30,20,3,0,1,0,0,0
308,1,20,4,1,1,30,2.541666667,2.5,2.5625,2.5625,10,114,61,32,21,1,0,0,0,0,0
309,1,18,1,1,1,45,2.583333333,2.625,2.1875,2.9375,12,95,48,30,17,10,0,5,1,0,1
310,3,19,1,1,1,56,3.25,3.625,2.75,3.375,10,113,54,39,20,6,0,1,1,0,1
311,1,26,4,1,1,40,2.229166667,1.875,2.1875,2.625,10,98,46,35,17,12,0,5,3,1,0
312,1,21,4,1,1,41,2.5625,2.4375,2.5625,2.6875,13,98,46,37,15,3,0,0,0,0,0
313,2,20,4,1,1,27,1.645833333,1.5,1.625,1.8125,10,85,41,30,14,2,0,0,0,0,0
314,1,20,2,1,1,34,1.666666667,1.8125,1.6875,1.5,8,97,51,24,22,0,1,0,0,0,0
315,1,19,4,1,1,38,2.625,2.375,2.5,3,9,95,49,32,14,5,0,3,0,0,0
316,1,21,2,1,1,53,3.1875,3.1875,3.0625,3.3125,7,92,43,29,20,5,0,2,0,0,0
317,1,18,1,1,1,27,2.8125,2.4375,2.5,3.5,9,101,51,33,17,5,0,0,0,2,0
318,1,19,2,1,1,48,3.104166667,3.0625,2.4375,3.8125,10,102,52,29,21,4,0,1,1,0,0
319,1,20,4,1,1,39,2.854166667,2.8125,2.6875,3.0625,16,91,43,31,17,9,0,3,1,1,2
320,1,22,3,1,1,53,3.625,4,2.8125,4.0625,15,125,57,43,25,19,0,9,2,2,4
321,1,19,1,1,1,58,3.4375,3,3.375,3.9375,16,108,48,38,22,3,0,1,0,0,0
322,1,19,6,1,1,55,2.895833333,3.0625,2.9375,2.6875,11,125,67,39,19,1,0,0,0,0,0
323,1,19,7,1,1,53,2.4375,2.1875,2.125,3,9,82,34,33,15,0,1,0,0,0,0
324,1,32,5,1,1,66,1.75,1.5,2.125,1.625,11,87,35,33,19,0,1,0,0,0,0
325,1,19,1,1,1,57,2.416666667,2.5625,2.3125,2.375,10,85,39,27,19,1,0,0,0,0,0
326,1,19,5,1,1,45,2.5625,2.6875,2.6875,2.3125,13,82,40,32,10,2,0,0,0,0,0
327,2,20,2,1,1,43,2.145833333,2.375,1.9375,2.125,8,102,49,35,18,1,0,1,0,0,0
328,1,21,1,1,1,62,2.583333333,2.1875,2.1875,3.375,10,103,50,35,18,0,1,0,0,0,0
329,1,27,5,1,1,47,3.020833333,3.0625,3.3125,2.6875,12,102,49,34,19,2,0,1,0,0,0
330,2,45,7,1,1,52,2.4375,2.5,2.6875,2.125,13,105,56,31,18,6,0,2,0,0,1
331,1,20,1,1,1,37,3.145833333,3.9375,3.125,2.375,7,77,41,22,14,2,0,0,0,0,0
332,1,19,6,1,1,41,2.25,1.8125,2.375,2.5625,14,105,52,32,21,0,1,0,0,0,0
333,1,19,3,1,1,58,2.4375,2.4375,2.75,2.125,8,79,40,27,12,0,1,0,0,0,0
334,1,20,6,1,1,47,2.645833333,2.8125,2.75,2.375,9,91,39,36,16,3,0,1,0,0,0
335,1,19,2,1,1,29,2.5,2.125,2.4375,2.9375,13,113,56,36,21,2,1,0,0,0,0
336,1,19,4,1,1,69,2.791666667,2.9375,2.9375,2.5,11,80,39,19,22,3,0,2,0,0,0
337,1,18,1,1,1,45,2.75,2.5,3.0625,2.6875,16,108,53,32,23,4,0,0,1,0,1
338,2,20,3,1,1,35,2.3125,2.0625,2.1875,2.6875,8,89,42,29,18,0,1,0,0,0,0
339,2,19,2,1,1,31,2.1875,2.3125,1.6875,2.5625,16,109,57,36,16,0,1,0,0,0,0
340,2,22,1,1,1,51,2.8125,2.9375,2.5,3,10,96,32,38,26,0,1,0,0,0,0
341,2,20,5,1,1,43,2.291666667,2.0625,2.125,2.6875,10,94,45,33,16,2,0,0,0,0,0
342,2,21,4,1,1,39,3.1875,3.6875,2.375,3.5,14,94,44,33,17,8,0,2,0,2,1
343,1,25,7,1,1,57,2.895833333,3.25,2.1875,3.25,13,111,50,37,24,6,0,4,0,0,0
344,2,18,6,1,1,48,1.5625,1.5625,1.375,1.75,10,87,46,25,16,0,1,0,0,0,0
345,2,18,1,1,1,47,1.395833333,1.625,1.1875,1.375,15,83,46,25,12,0,1,0,0,0,0
346,1,19,1,1,1,34,2.5625,3.0625,2.4375,2.1875,12,109,52,36,21,2,0,0,0,0,1
347,2,20,5,1,1,43,2.1875,2.375,1.8125,2.375,10,97,46,35,16,3,0,1,0,0,0
348,1,19,2,1,1,43,2.270833333,2.125,2.375,2.3125,8,91,45,29,17,1,0,0,0,0,0
349,2,19,2,1,1,51,2.3125,1.875,2.1875,2.875,11,75,43,19,13,2,0,0,1,0,0
350,1,20,5,1,1,43,2.541666667,2.875,1.5625,3.1875,17,110,47,42,21,2,0,0,0,0,0
351,1,42,2,1,1,34,2.125,1.5625,2,2.8125,11,95,49,30,16,4,0,2,0,1,0
352,2,20,4,1,1,30,1.645833333,1.625,1.625,1.6875,10,81,39,27,15,0,0,0,0,0,0
353,2,18,6,1,1,24,2.1875,2,1.9375,2.625,13,101,53,32,16,0,1,0,0,0,0
354,2,20,4,1,1,59,2,2.8125,1.3125,1.875,11,70,27,35,8,1,0,0,0,0,0
355,2,19,5,1,1,44,2.645833333,2.5625,2.5,2.875,12,103,47,38,18,4,0,3,0,0,0
356,2,19,2,1,1,32,1.708333333,2.125,1.5625,1.4375,6,73,40,18,15,0,1,0,0,0,0
357,2,18,1,1,1,61,1.854166667,2,2,1.5625,9,90,43,32,15,0,1,0,0,0,0
358,2,19,2,1,1,33,2.833333333,2.4375,2.625,3.4375,9,102,46,34,22,12,0,4,3,0,3
359,2,20,4,1,1,46,3,3,3,3,8,96,45,33,18,2,0,0,0,0,0
360,2,20,4,1,1,46,2.8125,3.0625,2.5,2.875,12,94,46,37,11,0,1,0,0,0,0
361,2,21,1,1,1,59,1.958333333,2,1.3125,2.5625,10,106,51,33,22,2,0,0,0,0,0
362,2,19,2,1,1,47,2.458333333,2.4375,2.6875,2.25,11,80,38,26,16,0,1,0,0,0,0
363,2,19,5,1,1,62,2.458333333,2.75,1.625,3,14,98,41,39,18,4,0,1,0,0,0
364,2,26,3,1,1,46,2.458333333,2.125,2.125,3.125,4,91,48,32,11,5,0,2,0,0,0
365,2,18,4,1,1,47,3,3.0625,2.5,3.4375,14,102,53,32,17,0,1,0,0,0,0
366,2,21,2,1,1,39,2.3125,2.25,1.9375,2.75,6,93,44,33,16,3,0,0,0,0,0
367,2,19,1,1,1,50,2.25,2.5,1.8125,2.4375,8,80,41,27,12,8,0,4,2,0,0
368,2,25,7,1,1,53,3.104166667,3.0625,3.375,2.875,10,95,40,33,22,9,0,6,2,1,2
369,2,19,1,1,1,49,2.270833333,1.875,1.6875,3.25,14,82,33,33,16,2,0,0,0,0,0
370,2,21,2,1,1,71,2.416666667,2.375,2.125,2.75,8,104,50,33,21,1,0,0,0,0,0
371,2,20,5,1,1,58,2.708333333,2.9375,2.375,2.8125,10,86,45,28,13,0,1,0,0,0,0
372,2,20,3,1,1,49,2.104166667,2,1.9375,2.375,10,74,33,27,14,3,0,2,0,0,0
373,2,20,2,1,1,53,2.020833333,1.4375,1.75,2.875,9,104,48,38,18,0,1,0,0,0,0
374,2,19,2,1,1,40,2.1875,2.5625,2.0625,1.9375,6,106,50,32,24,2,0,0,0,0,0
375,2,21,2,1,1,42,2.520833333,2.625,1.9375,3,9,96,48,30,18,0,1,0,0,0,0
376,2,20,2,1,1,42,2.041666667,1.375,2.1875,2.5625,10,85,50,24,11,2,0,0,0,0,0
377,2,19,2,1,1,50,2.8125,2.8125,2.4375,3.1875,9,107,48,39,20,0,1,0,0,0,0
378,2,20,6,1,1,37,2.25,2.25,2.125,2.375,14,103,56,26,21,0,1,0,0,0,0
379,2,19,1,1,1,33,1.958333333,1.9375,1.8125,2.125,11,75,37,28,10,0,1,0,0,0,0
380,2,19,2,1,1,61,2.041666667,2.25,1.6875,2.1875,16,95,44,40,11,0,1,0,0,0,0
381,2,21,5,1,1,55,1.875,2,1.875,1.75,12,101,50,32,19,0,1,0,0,0,0
382,2,39,4,1,1,50,2.354166667,2.5,2.0625,2.5,7,95,51,28,16,3,0,1,0,0,0
383,1,48,2,1,1,58,3.083333333,3,2.9375,3.3125,16,88,38,33,17,16,0,5,2,4,2
